Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
naturalgear-caphat-baseballcap-natural,BASEBALL CAP NATURAL 刺繍なし,"<p>NATURAL GEARは、二人の兄弟のハンターによって、アーカンソー州で設立されたハンティング衣料のブランドです。二人は、狩猟の場となる環境の写真をもとに、そこで主となる色・形状・縦方向のパターンから迷彩Colorをデザインし、幾度ものテスト・改良をくりかえしながら独自のハンティング迷彩を作り上げました。1994年に発表された季節・場所を選ばず背景に溶け込む ”NATURAL"" 迷彩Colorはハンターの間で大きな反響をまきおこし、高品質な製品とともに、今日のアメリカのハンティング衣料をリードするブランドとなっています。</p>",NATURAL GEAR,,CAPS/HATS,"cap, hat, NATURAL GEAR, キャップ, ナチュラルギア, ハット, ベースボールキャップ, 刺繍なし, 帽子",true,Title,Default Title,,,,,NR-111,0.0,shopify,50,deny,manual,2500,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-111-b.gif?v=1588747219,1,,false,,"NATURAL GEARは、二人の兄弟のハンターによって、アーカンソー州で設立されたハンティング衣料のブランドです。二人は、狩猟の場となる環境の写真をもとに、そこで主となる色・形状・縦方向のパターンから迷彩Colorをデザインし、幾度ものテスト・改良をくりかえしながら独自のハンティング迷彩を作り上げました。1994年に発表された季節・場所を選ばず背景に溶け込む ”NATURAL"" 迷彩Colorはハンターの間で大きな反響をまきおこし、高品質な製品とともに、今日のアメリカのハンティング衣料をリードするブランドとなっています。",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-111-b.gif?v=1588747219,kg,,,active
naturalgear-caphat-baseballcap-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/f-us02.gif?v=1588747219,2,,,,,,,,,,,,,,,,,,,,,,
naturalgear-caphat-baseballcap-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/logo-natural-gear.gif?v=1588747219,3,,,,,,,,,,,,,,,,,,,,,,
naturalgear-caphat-baseballcap-natural-patch,BASEBALL CAP NATURAL 刺繍入り,"<p>NATURAL GEARは、二人の兄弟のハンターによって、アーカンソー州で設立されたハンティング衣料のブランドです。二人は、狩猟の場となる環境の写真をもとに、そこで主となる色・形状・縦方向のパターンから迷彩Colorをデザインし、幾度ものテスト・改良をくりかえしながら独自のハンティング迷彩を作り上げました。1994年に発表された季節・場所を選ばず背景に溶け込む ”NATURAL"" 迷彩Colorはハンターの間で大きな反響をまきおこし、高品質な製品とともに、今日のアメリカのハンティング衣料をリードするブランドとなっています。</p>",NATURAL GEAR,,CAPS/HATS,"cap, Natural Gear, キャップ, ナチュラルギア, ベースボールキャップ, 刺繍, 帽子",true,Title,Default Title,,,,,NR-111-E,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-111-e-b.gif?v=1588747229,1,,false,,フリーSize,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/nr-111-e-b.gif?v=1588747229,kg,,,active
naturalgear-caphat-baseballcap-natural-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/f-us02_6e6f7b73-6b23-4570-9f9a-2de4305b284a.gif?v=1588747229,2,,,,,,,,,,,,,,,,,,,,,,
naturalgear-caphat-baseballcap-natural-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/logo-natural-gear_dfd41314-358b-47d3-b98e-58d8ebe481ba.gif?v=1588747229,3,,,,,,,,,,,,,,,,,,,,,,
helikontex-caphat-baseballcap-mesh,BASEBALL MESH CAP,<p>HELIKON-TEX（ヘリコンテックス）は、1983年にポーランドのサープラス業者を前身として創業された会社です。現在は、ヨーロッパを中心に世界中にミリタリー衣料・装備をプロからファッションのマーケットまで供給するブランドです。</p>,Helikon-Tex,,CAPS/HATS,"baseball cap, BASEBALL MESH, BLACK, CAMO GROM, COYOTE BROWN, helikon, helikontex, O.D, OD, tex, キャップ, ヘリコンテックス, ベースボールキャプ, 帽子",true,Color,BLACK,,,,,HT-331,0.0,shopify,50,deny,manual,2000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-331-b.gif?v=1588747304,1,,false,,HELIKON-TEX（ヘリコンテックス）は、1983年にポーランドのサープラス業者を前身として創業された会社です。現在は、ヨーロッパを中心に世界中にミリタリー衣料・装備をプロからファッションのマーケットまで供給するブランドです。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-331-b.gif?v=1588747304,kg,,,active
helikontex-caphat-baseballcap-mesh,,,,,,,,,O.D.,,,,,HT-332,0.0,shopify,50,deny,manual,2000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-332-b1.gif?v=1588747304,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-332-b1.gif?v=1588747304,kg,,,
helikontex-caphat-baseballcap-mesh,,,,,,,,,COYOTE BROWN,,,,,HT-333,0.0,shopify,50,deny,manual,2000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-333-b.gif?v=1588747304,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-333-b.gif?v=1588747304,kg,,,
helikontex-caphat-baseballcap-mesh,,,,,,,,,CAMO GROM,,,,,HT-334,0.0,shopify,50,deny,manual,2000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-334-b.gif?v=1588747304,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-334-b.gif?v=1588747304,kg,,,
helikontex-caphat-baseballcap-mesh,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-332-b2.gif?v=1588747304,5,,,,,,,,,,,,,,,,,,,,,,
helikontex-caphat-baseballcap-mesh,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ht-332-b3.gif?v=1588747304,6,,,,,,,,,,,,,,,,,,,,,,
arktis-caphat-bushhat2,ARKTIS ブッシュハット TYPEII,"",ARKTIS,,CAPS/HATS,"ARKTIS, beige, coyote, hat, tan, アークティス, ハット, ブッシュハット, ベージュ, 帽子",true,Color,BEIGE,Size,M=56-57cm,,,AR-HAT-51,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-51-b1_fa279a7f-728d-491d-90b8-0ed9502e8e52.gif?v=1588747355,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-51-b1_fa279a7f-728d-491d-90b8-0ed9502e8e52.gif?v=1588747355,kg,,,active
arktis-caphat-bushhat2,,,,,,,,,BEIGE,,L=58-59cm,,,AR-HAT-51,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-54-b_bb1f7e31-8502-47d1-b5ed-bac7de8c5241.gif?v=1588747355,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-51-b1_fa279a7f-728d-491d-90b8-0ed9502e8e52.gif?v=1588747355,kg,,,
arktis-caphat-bushhat2,,,,,,,,,TAN,,M=56-57cm,,,AR-HAT-54,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-53-b.gif?v=1588747355,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-54-b_bb1f7e31-8502-47d1-b5ed-bac7de8c5241.gif?v=1588747355,kg,,,
arktis-caphat-bushhat2,,,,,,,,,TAN,,L=58-59cm,,,AR-HAT-54,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-51-b2.gif?v=1588747355,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-54-b_bb1f7e31-8502-47d1-b5ed-bac7de8c5241.gif?v=1588747355,kg,,,
arktis-caphat-bushhat2,,,,,,,,,COYOTE,,M=56-57cm,,,AR-HAT-53,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/f-uk02.gif?v=1588747355,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-53-b.gif?v=1588747355,kg,,,
arktis-caphat-bushhat2,,,,,,,,,COYOTE,,L=58-59cm,,,AR-HAT-53,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/logo-arktis.gif?v=1588747355,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/ar-hat-53-b.gif?v=1588747355,kg,,,
truspec-caphat-booniehat-navydigital,Boonie Hat ブーニーハット NAVY DIGITAL,"",TRU-SPEC,,CAPS/HATS,"Boonie Hat, hat, navy digital, TRU-SPEC, トゥルースペック, ネイビーデジタル, ハット, ブーニーハット, 帽子",true,Size,7 1/4=M,,,,,A-680-ND,0.0,shopify,50,deny,manual,2800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-680-nd-b.gif?v=1588747359,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-680-nd-b.gif?v=1588747359,kg,,,active
truspec-caphat-booniehat-navydigital,,,,,,,,,7 1/2=L,,,,,A-680-ND,0.0,shopify,50,deny,manual,2800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/a-680-nd-b.gif?v=1588747359,kg,,,
alpha-leatherjacket-cwu45p-black,ALPHA INDUSTRIES アルファ CWU-45P BLACK,"<p>ALPHAはMA-1 CWU-45P,CWU-36P,N-2B,N-3B,M-65フィールドジャケット,ECWCSパーカーなどで有名です</p>",ALPHA,,LEATHER JACKETS,"ALPHA, Black, cwu-36p/cwu-45p, Leather jacket, LEATHER JACKETS, アウター, アルファ, フライトジャケット, フライトジャケットその他, 革ジャンパー, 黒",true,Color,BLACK,Size,S,,,AL-201-BK,0.0,shopify,50,deny,manual,43000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b1_b096013f-fc7b-41c0-b4d0-c1feef0ef467.gif?v=1588747491,1,,false,,"ALPHAはMA-1 CWU-45P,CWU-36P,N-2B,N-3B,M-65フィールドジャケット,ECWCSパーカーなどで有名です",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b1_b096013f-fc7b-41c0-b4d0-c1feef0ef467.gif?v=1588747491,kg,,,active
alpha-leatherjacket-cwu45p-black,,,,,,,,,BLACK,,M,,,AL-201-BK,0.0,shopify,50,deny,manual,43000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b2_eb30667c-5e0e-4e70-9f1f-e6b3bb852592.gif?v=1588747491,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b1_b096013f-fc7b-41c0-b4d0-c1feef0ef467.gif?v=1588747491,kg,,,
alpha-leatherjacket-cwu45p-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b3_ca6e36ca-1735-4654-91be-b779eed0ecb0.gif?v=1588747491,3,,,,,,,,,,,,,,,,,,,,,,
alpha-leatherjacket-cwu45p-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b6_9fe4d53b-9212-4b8a-bd7b-f98d5470a592.gif?v=1588747491,4,,,,,,,,,,,,,,,,,,,,,,
alpha-leatherjacket-cwu45p-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b7.gif?v=1588747491,5,,,,,,,,,,,,,,,,,,,,,,
alpha-leatherjacket-cwu45p-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/al-201-bk-b8.gif?v=1588747491,6,,,,,,,,,,,,,,,,,,,,,,
schott-leatherjacket-singleriders,#241XX ラム皮革 シングルライダース BLACK,<p>ショット社の創業は1913年です</p>,SCHOTT,,LEATHER JACKETS,"leather jacket, LEATHER JACKETS, SCHOTT, single riders, アウター, ショット, シングルライダース, ジャケット, ライダース",true,Size,36,,,,,SC-83,0.0,shopify,50,deny,manual,89000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b1_437ec6c2-1fcf-4ab6-ad97-2db1244396b8.gif?v=1588747566,1,,false,,ショット社は創業1913年です,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b1_437ec6c2-1fcf-4ab6-ad97-2db1244396b8.gif?v=1588747566,kg,,,active
schott-leatherjacket-singleriders,,,,,,,,,38,,,,,SC-83,0.0,shopify,50,deny,manual,89000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b2_5001474c-2f02-4af2-a959-fe69778f0966.gif?v=1588747566,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b1_437ec6c2-1fcf-4ab6-ad97-2db1244396b8.gif?v=1588747566,kg,,,
schott-leatherjacket-singleriders,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b3_e2bd901f-5c2b-4b36-be33-8751a33eb099.gif?v=1588747566,3,,,,,,,,,,,,,,,,,,,,,,
schott-leatherjacket-singleriders,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-83-b4.gif?v=1588747566,4,,,,,,,,,,,,,,,,,,,,,,
schott-leatherjacket-ridersjacket,#228 ラム皮革 ライダースジャケット BLACK,<p>ショット社の創業は1913年です</p>,SCHOTT,,LEATHER JACKETS,"leather jacket, LEATHER JACKETS, riders jacket, SCHOTT, アウター, ショット, ジャケット, ライダース, ライダースジャケット",true,Size,36,,,,,SC-81-36,0.0,shopify,50,deny,manual,89000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b1.gif?v=1645695156,1,,false,,ショット社は創業1913年です,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b1.gif?v=1645695156,kg,,,active
schott-leatherjacket-ridersjacket,,,,,,,,,38,,,,,SC-81-38,0.0,shopify,50,deny,manual,89000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b2.gif?v=1645695156,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b1.gif?v=1645695156,kg,,,
schott-leatherjacket-ridersjacket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b3.gif?v=1645695156,3,,,,,,,,,,,,,,,,,,,,,,
schott-leatherjacket-ridersjacket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/sc-81-b4.gif?v=1645695156,4,,,,,,,,,,,,,,,,,,,,,,
japan-jacket-n297,98式軍衣 上下セット,<p>襟章：一等兵は実物です</p>,日本陸海軍,,日本陸海軍 軍装 装備品,"98式, ジャケット, パイロット, ユニフォーム, 戦争, 日本軍, 日本陸海軍 軍装 装備品, 特攻隊, 第二次世界大戦, 装備品, 軍用, 軍衣",true,Size,M(中),,,,,N-297,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/n-297-b1.gif?v=1588747776,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/n-297-b1.gif?v=1588747776,kg,,,active
japan-jacket-n297,,,,,,,,,L(大),,,,,N-297,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/n-297-b2.gif?v=1588747776,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/n-297-b1.gif?v=1588747776,kg,,,
japan-jacket-n297,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/n-297-b3.gif?v=1588747776,3,,,,,,,,,,,,,,,,,,,,,,
valleyapparel-jacket-ma1,1980’s MA-1 BASIC,<p>VALLERY APPAREL L.L.C. バレーアパレル　米軍コントラクター（納入業者） アメリカ テネシー州ノックスビルに位置する米軍衣料を生産供給しているコントラクター。同工場は（MA-1 CWU-45P ECWCS他)米軍防寒被服の製造コントラクターとして40年以上携わっている。</p>,VALLEY APPAREL L.L.C.,,JACKETS/ VALLEY APPAREL L.L.C,"black, MA-1, navy, O.D, od, SAGE GREEN, Valley Apparel L.L.C., ジャケット, セージグリーン, バレーアパレル, フライトジャケット",true,Color,SAGE GREEN,Size,XS,,,VA-101,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-101-b1.gif?v=1588748196,1,,false,Valley Apparel L.L.C. 1980’s MA-1 BASIC,VALLERY APPAREL L.L.C. バレーアパレル　米軍コントラクター（納入業者） アメリカ テネシー州ノックスビルに位置する米軍衣料を生産供給しているコントラクター。同工場は（MA-1 CWU-45P ECWCS他)米軍防寒被服の製造コントラクターとして40年以上携わっている。,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-101-b1.gif?v=1588748196,kg,,,active
valleyapparel-jacket-ma1,,,,,,,,,SAGE GREEN,,S,,,VA-101,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-101-b2.gif?v=1588748196,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-101-b1.gif?v=1588748196,kg,,,
valleyapparel-jacket-ma1,,,,,,,,,NAVY,,XS,,,VA-102,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-101-b3.gif?v=1588748196,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-102-b.gif?v=1588748196,kg,,,
valleyapparel-jacket-ma1,,,,,,,,,NAVY,,S,,,VA-102,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-102-b.gif?v=1588748196,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-102-b.gif?v=1588748196,kg,,,
valleyapparel-jacket-ma1,,,,,,,,,BLACK,,XS,,,VA-103,0.0,shopify,50,deny,manual,18800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-103-b.gif?v=1588748196,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-103-b.gif?v=1588748196,kg,,,
valleyapparel-jacket-ma1,,,,,,,,,BLACK,,S,,,VA-103,0.0,shopify,50,deny,manual,18800,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/va-103-b.gif?v=1588748196,kg,,,
avirex-jacket-leatherjacket-g1-brown,AVIREX  アヴィレックス TYPE G-1 BROWN,"",AVIREX,,JACKETS/ LEATHER JACKETS/ AVIREX,"AVIREX, G-1, jacket, leather jacket, LEATHER JACKETS, アウター, アヴィレックス, ジャケット, フライトジャケット, フライトジャケットその他",true,Size,36 (165cm),,,,,AV-91,0.0,shopify,50,deny,manual,68000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b1.gif?v=1588748240,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b1.gif?v=1588748240,kg,,,active
avirex-jacket-leatherjacket-g1-brown,,,,,,,,,38 (170cm),,,,,AV-91,0.0,shopify,50,deny,manual,68000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b2.gif?v=1588748240,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b1.gif?v=1588748240,kg,,,
avirex-jacket-leatherjacket-g1-brown,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b3.gif?v=1588748240,3,,,,,,,,,,,,,,,,,,,,,,
avirex-jacket-leatherjacket-g1-brown,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b4.gif?v=1588748240,4,,,,,,,,,,,,,,,,,,,,,,
avirex-jacket-leatherjacket-g1patch-brown,AVIREX  アヴィレックス TYPE G-1 ワッペン付き BROWN,"",AVIREX,,JACKETS/ LEATHER JACKETS/ AVIREX,"AVIREX, G-1, jacket, jacket leather, LEATHER JACKETS, アウター, アヴィレックス, ジャケット, パッチ付き, フライトジャケット, フライトジャケットその他",true,Size,36 (165cm),,,,,AV-92,0.0,shopify,50,deny,manual,75000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-92-b1.gif?v=1588748248,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-92-b1.gif?v=1588748248,kg,,,active
avirex-jacket-leatherjacket-g1patch-brown,,,,,,,,,38 (170cm),,,,,AV-92,0.0,shopify,50,deny,manual,75000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-92-b2.gif?v=1588748248,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-92-b1.gif?v=1588748248,kg,,,
avirex-jacket-leatherjacket-g1patch-brown,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-91-b3_51cfbc26-21e9-4f65-a50a-0d24e97a8a40.gif?v=1588748248,3,,,,,,,,,,,,,,,,,,,,,,
avirex-jacket-ma1,AVIREX アヴィレックス  TYPE MA-1,<p>ASIAN FIT 女性にもおススメします</p>,AVIREX,,JACKETS/ フライトJACKETS / AVIREX,"AVIREX, MA-1, navy, sage green, アヴィレックス, セージ グリーン, フライトジャケット",true,Color,SAGE GREEN,Size,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-81,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b1.gif?v=1588748256,1,,false,,ASIAN FIT 女性にもおススメします,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b1.gif?v=1588748256,kg,,,active
avirex-jacket-ma1,,,,,,,,,SAGE GREEN,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-81,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b2.gif?v=1588748256,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-81-b1.gif?v=1588748256,kg,,,
avirex-jacket-ma1,,,,,,,,,NAVY,,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-82,0.0,shopify,50,deny,manual,18000,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,kg,,,
avirex-jacket-ma1,,,,,,,,,NAVY,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-82,0.0,shopify,50,deny,manual,18000,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-82-b.gif?v=1588748256,kg,,,
avirex-jacket-ma1commerciallogo,AVIREX アヴィレックス  TYPE MA-1  COMMERCIAL LOGO,<p>ASIAN FIT 女性にもおススメします</p>,AVIREX,,JACKETS/ フライトJACKETS / AVIREX,"AVIREX, black, COMMERCIAL LOGO, MA-1, O.D, od, sage green, アヴィレックス, グリーン, コマーシャルロゴ, セージグリーン, フライトジャケット, 背中パッチ, 背中ロゴ, 背中ワッペン",true,Color,SAGE GREEN,Size,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-61,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,1,,false,,ASIAN FIT 女性にもおススメします,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,kg,,,active
avirex-jacket-ma1commerciallogo,,,,,,,,,SAGE GREEN,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-61,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b2.gif?v=1588748266,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-61-b1.gif?v=1588748266,kg,,,
avirex-jacket-ma1commerciallogo,,,,,,,,,BLACK,,M(実寸XS)=身長 : 158-168cm 胸囲 : 78-88cmX,,,AV-62,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b1.gif?v=1588748266,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,kg,,,
avirex-jacket-ma1commerciallogo,,,,,,,,,BLACK,,L(実寸S)=身長 : 163cm-173胸囲 : 83-93cm,,,AV-62,0.0,shopify,50,deny,manual,26800,,true,true,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0331/5282/7529/products/av-62-b2.gif?v=1588748266,kg,,,
